Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.723417, F1 Score: [ 0.63993686  0.73762509] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.812048, F1 Score: [ 0.81026613  0.79848152] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.713437, F1 Score: [ 0.66635673  0.7489408 ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.722442, F1 Score: [ 0.67711214  0.75324777] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.517322, F1 Score: [ 0.26627938  0.64130507] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.707714, F1 Score: [ 0.68049665  0.75492847] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.72552013  0.        ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.856718, F1 Score: [ 0.77372529  0.78614263] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.703899, F1 Score: [ 0.68338942  0.75620289] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.809386, F1 Score: [ 0.80493131  0.81440443] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.785654, F1 Score: [ 0.72567548  0.75956216] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.786098, F1 Score: [ 0.80052562  0.79538102] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.728208, F1 Score: [ 0.70081254  0.74657927] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.72552013  0.        ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.835559, F1 Score: [ 0.87240581  0.85790633] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.728563, F1 Score: [ 0.67331107  0.75180516] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.704653, F1 Score: [ 0.75041381  0.75458584] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.844786, F1 Score: [ 0.836404    0.83666504] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.809209, F1 Score: [ 0.80629595  0.81255183] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.701947, F1 Score: [ 0.68046611  0.75501567] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.496429, F1 Score: [ 0.20379313  0.6305809 ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.853303, F1 Score: [ 0.87960799  0.82787239] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.7149, F1 Score: [ 0.65394044  0.74395091] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.753626, F1 Score: [ 0.7060353   0.76565552] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.769951, F1 Score: [ 0.8678256   0.83851574] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.729938, F1 Score: [ 0.68763657  0.7580588 ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.811959, F1 Score: [ 0.86113201  0.84303534] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.758506, F1 Score: [ 0.72528221  0.76987038] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.716675, F1 Score: [ 0.71058143  0.76813678] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.72552013  0.        ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.681542, F1 Score: [ 0.68630353  0.74381497] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.721776, F1 Score: [ 0.66769898  0.74961108] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.72552013  0.        ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.78388, F1 Score: [ 0.77519523  0.79249307] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.756998, F1 Score: [ 0.73710692  0.77744102] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
